slope,aspect,elevation,ndvi,humidity,label
1.3750687,309.21463,982.0,0.67893577,71.07292,1
3.0626917,225.60193,997.0,0.66669726,71.07292,1
6.9656553,218.12263,1019.0,0.670325,71.07292,1
11.932899,199.41794,1070.0,0.663472,71.07292,1
10.251663,207.1954,1087.0,0.6904936,71.07292,1
9.56098,224.86421,1150.0,0.6836158,71.07292,1
2.7325838,204.28696,1202.0,0.7216843,71.07292,1
2.4360719,182.78412,1169.0,0.71244556,71.07292,1
10.088338,279.16183,1204.0,0.6834135,71.07292,1
1.7838916,84.40739,1339.0,0.5825517,71.07292,1
19.98192,85.85139,1174.0,0.6250711,71.07292,1
14.88165,114.51897,988.0,0.67747146,71.07292,1
4.0293064,94.11822,940.0,0.60064125,71.07292,1
4.7458243,2.1397042,920.0,0.6793454,71.07292,1
5.4472127,350.64648,937.0,0.5608219,71.07292,1
2.2301176,9.159963,935.0,0.53594756,71.07292,1
2.168318,31.230873,931.0,0.53303355,71.07292,1
4.1925287,300.70837,1051.0,0.6535261,72.92775,1
2.8028138,352.7254,1055.0,0.61707133,72.92775,1
5.578648,6.072114,1057.0,0.637359,72.92775,1
5.020938,342.9023,1045.0,0.654003,72.92775,1
3.8275173,3.5416348,1082.0,0.698048,72.92775,1
4.965106,57.607906,1041.0,0.68759644,72.92775,1
4.760435,355.0177,1011.0,0.6863959,72.92775,1
7.200108,332.74207,1048.0,0.6991854,72.92775,1
10.788663,6.8508706,1067.0,0.6785931,72.92775,1
10.587555,18.698956,1026.0,0.67380637,71.07292,1
8.238818,9.860879,1009.0,0.69158167,71.07292,1
6.2361016,359.45825,1002.0,0.6639322,71.07292,1
2.112857,317.7684,1010.0,0.6581983,71.07292,1
5.8228474,263.1626,1026.0,0.70264125,71.07292,1
9.2268095,262.84445,1108.0,0.70924485,71.07292,1
3.277511,237.99315,1182.0,0.723754,71.07292,1
2.6935232,238.9269,1155.0,0.6817717,71.07292,1
8.860546,252.62994,1221.0,0.66134995,71.07292,1
10.606701,169.50958,1299.0,0.6566268,71.07292,1
17.768742,111.28867,1188.0,0.65110594,71.07292,1
14.100872,91.84645,1010.0,0.627706,71.07292,1
1.3391793,52.70647,945.0,0.63076866,71.07292,1
9.489397,339.74814,992.0,0.602558,71.07292,1
4.410267,31.497099,1001.0,0.5464443,71.07292,1
3.8278594,54.927925,953.0,0.5534744,71.07292,1
2.185638,25.667704,948.0,0.5355442,71.07292,1
3.8713665,19.627048,937.0,0.5082844,71.07292,1
1.9651875,340.65668,908.0,0.37315163,69.39432,1
5.161248,322.68106,917.0,0.39268845,69.39432,1
7.9734955,326.91708,961.0,0.40677696,69.39432,1
3.667044,271.80927,963.0,0.62854224,72.92775,1
5.1444397,266.7789,1005.0,0.60750574,72.92775,1
2.797574,211.90987,1050.0,0.6074417,72.92775,1
4.1836057,205.9677,1030.0,0.6199214,72.92775,1
3.9906635,234.54256,1081.0,0.648302,72.92775,1
2.0286045,224.43163,1085.0,0.6561835,72.92775,1
3.7517023,157.78093,1105.0,0.6699215,72.92775,1
2.9594965,92.2431,1061.0,0.6710736,72.92775,1
4.0809884,335.1685,1055.0,0.6657807,72.92775,1
6.7511077,284.35056,1090.0,0.6976736,72.92775,1
4.3700695,295.0653,1166.0,0.68685853,72.92775,1
4.535224,21.38998,1157.0,0.63264364,71.07292,1
8.083717,12.605153,1138.0,0.5997601,71.07292,1
7.4889174,18.79861,1127.0,0.59924686,71.07292,1
6.891019,26.394522,1097.0,0.65240616,71.07292,1
5.3388433,338.60193,1075.0,0.66520494,71.07292,1
5.9303484,285.2468,1130.0,0.6801611,71.07292,1
1.4600245,217.44856,1172.0,0.63507795,71.07292,1
0.86052245,105.63068,1145.0,0.65659267,71.07292,1
5.079665,188.01767,1158.0,0.65922916,71.07292,1
11.991917,151.21335,1157.0,0.6583417,71.07292,1
12.289424,122.914696,1059.0,0.6539237,71.07292,1
6.2436337,97.43875,980.0,0.67802536,71.07292,1
7.664539,313.16785,954.0,0.6262953,71.07292,1
4.662769,322.55145,1075.0,0.5931363,71.07292,1
6.033499,85.60813,1002.0,0.57147264,71.07292,1
3.3581376,40.653946,973.0,0.58028156,71.07292,1
1.3795012,345.08282,965.0,0.5305309,71.07292,1
2.1504574,74.36932,979.0,0.5274155,71.07292,1
3.2681255,73.53132,930.0,0.5312276,71.07292,1
2.9768407,339.04562,929.0,0.42760754,69.39432,1
5.3527827,336.61108,927.0,0.45497844,69.39432,1
7.7407417,314.399,965.0,0.48696613,69.39432,1
5.377832,347.96375,1021.0,0.4241495,69.39432,1
5.481603,78.44477,984.0,0.42624557,69.39432,1
2.4503474,261.84473,966.0,0.64671636,72.92775,1
3.2627585,232.88535,989.0,0.5973375,72.92775,1
3.7629771,180.90007,1010.0,0.5929794,72.92775,1
3.211697,187.40517,990.0,0.56898016,72.92775,1
5.8760014,197.52771,1017.0,0.63007706,72.92775,1
4.981453,183.39774,1020.0,0.6689946,72.92775,1
3.0521255,201.60208,1022.0,0.6913234,72.92775,1
3.7626395,303.63,1039.0,0.6918013,72.92775,1
3.9431927,325.28006,1075.0,0.67004436,72.92775,1
1.5814655,243.91238,1077.0,0.6613787,72.92775,1
6.312179,191.85777,1099.0,0.69686824,72.92775,1
6.0951123,207.04854,1099.0,0.71247905,71.07292,1
2.7808588,213.57504,1146.0,0.6786575,71.07292,1
2.9763498,144.81216,1125.0,0.597723,71.07292,1
2.4416146,161.63976,1117.0,0.6578695,71.07292,1
1.0795034,279.26947,1112.0,0.6553121,71.07292,1
3.7545364,231.92474,1135.0,0.6425215,71.07292,1
3.7115333,194.7636,1162.0,0.65232176,71.07292,1
